n, x0, x1, s, xa, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime
52, 0.411522633745, 0.962962962963, 1e-12, 0.00617283950617, [nan], -1.63602501806, 0.995381070587, 0.18066351674, 0.959914647157, -2.50767392097,11.5142838955, 0.000133991241455, 1.33227300644, 13:18:11  19-07-16
53, 0.411522633745, 0.888888888889, 1e-12, 0.00617283950617, [nan], -1.58192029153, 0.995381070587, 0.180765127267, 0.960321089265, -2.50771983097,12.3766629696, 0.000139951705933, 1.3582379818, 13:18:25  19-07-16
54, -0.337448559671, 0.921810699588, 1e-12, 0.0390946502058, [nan], -0.526596088541, 0.971104701813, 0.180765127267, 0.960524310319, -2.5077403659,12.1723389626, 0.000146865844727, 1.37176012993, 13:18:38  19-07-16
55, 0.329218106996, 0.329218106996, 1e-12, 0.00205761316872, [nan], -0.988168395942, 0.99845798026, 0.180765127267, 0.960321089265, -2.50772046046,11.7629299164, 0.000135183334351, 1.43469381332, 13:18:52  19-07-16
56, 0.106995884774, 0.921810699588, 1e-12, 0.00205761316872, [nan], -2.35902009787, 0.99845798026, 0.18066351674, 0.960219478738, -2.50770766357,12.1992661953, 0.000134944915771, 1.46856093407, 13:19:05  19-07-16
57, 0.197530864198, 0.897119341564, 1e-12, 0.00205761316872, [nan], -2.41188175896, 0.99845798026, 0.18066351674, 0.96143880506, -2.50780680052,13.2913470268, 0.000195980072021, 1.54482007027, 13:19:20  19-07-16
58, 0.0329218106996, 0.913580246914, 1e-12, 0.00205761316872, [nan], -2.06535595248, 0.99845798026, 0.18066351674, 0.96143880506, -2.50780808797,12.6983101368, 0.000143051147461, 1.46802592278, 13:19:34  19-07-16
59, 0.181069958848, 0.962962962963, 1e-12, 0.0473251028807, [nan], -2.36797741442, 0.965128691796, 0.180765127267, 0.961540415587, -2.50781597746,12.1941239834, 0.000161170959473, 1.50817084312, 13:19:48  19-07-16
60, 0.189300411523, 0.921810699588, 1e-12, 0.0802469135802, [nan], -2.22857505641, 0.941590148892, 0.180765127267, 0.961540415587, -2.50781456733,12.3797550201, 0.000172853469849, 1.6679110527, 13:20:02  19-07-16
61, 0.263374485597, 0.946502057613, 1e-12, 0.00617283950617, [nan], -2.3326776524, 0.995381070587, 0.180968348321, 0.961743636641, -2.50782645389,12.1202418804, 0.000146150588989, 1.73553085327, 13:20:16  19-07-16
62, 0.197530864198, 0.897119341564, 1e-12, 0.09670781893, [nan], -2.12745595897, 0.93003704137, 0.181069958848, 0.961946857694, -2.50783264014,12.5015499592, 0.000144004821777, 1.70581889153, 13:20:30  19-07-16
63, 0.189300411523, 0.979423868313, 1e-12, 0.00205761316872, [nan], -2.4951358902, 0.99845798026, 0.181069958848, 0.962861352436, -2.5078486741,13.2007081509, 0.000151872634888, 1.6760699749, 13:20:45  19-07-16
64, 0.0082304526749, 0.905349794239, 1e-12, 0.0144032921811, [nan], -1.92075854633, 0.989255668004, 0.181069958848, 0.962861352436, -2.50785022532,13.3237929344, 0.000137090682983, 2.40042185783, 13:21:01  19-07-16
65, 0.156378600823, 0.971193415638, 1e-12, 0.00205761316872, [nan], -2.48691635867, 0.99845798026, 0.181069958848, 0.962962962963, -2.50784779668,13.0539829731, 0.000135898590088, 1.83956003189, 13:21:16  19-07-16
66, 0.222222222222, 0.995884773663, 1e-12, 0.11316872428, [nan], -2.08882195037, 0.91862568798, 0.181069958848, 0.962962962963, -2.50784835158,14.2983260155, 0.000169992446899, 1.92820596695, 13:21:32  19-07-16
67, -0.995884773663, -0.995884773663, 1e-12, 0.00205761316872, [nan], 0.0072138532969, 0.99845798026, 0.181069958848, 0.962962962963, -2.50784953621,13.2256219387, 0.000136137008667, 1.78073883057, 13:21:47  19-07-16
68, 0.213991769547, 0.872427983539, 1e-12, 0.00205761316872, [nan], -2.32568951518, 0.99845798026, 0.181069958848, 0.962861352436, -2.50784842853,13.2466430664, 0.000133991241455, 1.90975689888, 13:22:02  19-07-16
69, -0.0164609053498, 0.897119341564, 1e-12, 0.0514403292181, [nan], -1.73596532956, 0.962154491713, 0.181069958848, 0.962861352436, -2.5078505293,13.4217710495, 0.000136852264404, 1.94689321518, 13:22:17  19-07-16
70, 0.213991769547, 0.921810699588, 1e-12, 0.00617283950617, [nan], -2.43068041369, 0.995381070587, 0.181069958848, 0.962861352436, -2.50785001077,13.3581190109, 0.000136137008667, 1.96877789497, 13:22:33  19-07-16
71, 0.106995884774, 0.995884773663, 1e-12, 0.335390946502, [nan], -1.37117237045, 0.77759985689, 0.181069958848, 0.962861352436, -2.50785194222,13.2733459473, 0.000136137008667, 1.99004197121, 13:22:48  19-07-16
72, 0.337448559671, 0.971193415638, 1e-12, 0.121399176955, [nan], -1.69256450219, 0.912972624718, 0.181069958848, 0.962861352436, -2.5078490277,13.7725260258, 0.000133991241455, 1.99061393738, 13:23:04  19-07-16
73, 0.181069958848, 0.954732510288, 1e-12, 0.00205761316872, [nan], -2.50087405527, 0.99845798026, 0.180968348321, 0.962962962963, -2.50784869622,13.9073240757, 0.000157117843628, 2.67404389381, 13:23:20  19-07-16
74, 0.995884773663, 0.115226337449, 1e-12, 0.00205761316872, [nan], -0.892643093052, 0.99845798026, 0.180968348321, 0.962962962963, -2.50784933937,17.8516190052, 0.000137090682983, 2.79024577141, 13:23:41  19-07-16
75, 0.181069958848, 0.987654320988, 1e-12, 0.00205761316872, [nan], -2.48963129755, 0.99845798026, 0.181069958848, 0.962861352436, -2.50784742248,16.9250819683, 0.000139951705933, 2.31729793549, 13:24:00  19-07-16
76, 0.181069958848, 0.971193415638, 1e-12, 0.00205761316872, [nan], -2.50079141624, 0.99845798026, 0.180968348321, 0.962962962963, -2.50784805453,14.820494175, 0.000135898590088, 2.37509894371, 13:24:17  19-07-16
77, 0.189300411523, 0.938271604938, 1e-12, 0.0144032921811, [nan], -2.45323021887, 0.989255668004, 0.181069958848, 0.962759741909, -2.50785105761,15.1467959881, 0.000135898590088, 2.23376607895, 13:24:35  19-07-16
78, -0.995884773663, 0.995884773663, 1e-12, 0.00205761316872, [nan], -0.0150410706383, 0.99845798026, 0.181069958848, 0.962759741909, -2.50784932159,14.97149086, 0.000178098678589, 2.80229401588, 13:24:52  19-07-16
79, 0.148148148148, 0.979423868313, 1e-12, 0.00617283950617, [nan], -2.46119339658, 0.995381070587, 0.181069958848, 0.962759741909, -2.50784975803,14.8532521725, 0.000187873840332, 2.4312620163, 13:25:10  19-07-16
80, 0.139917695473, 0.971193415638, 1e-12, 0.0390946502058, [nan], -2.36225315521, 0.971104701813, 0.181069958848, 0.962759741909, -2.50785135308,15.1812949181, 0.000153064727783, 4.33682394028, 13:25:29  19-07-16
81, 0.79012345679, 0.444444444444, 1e-12, 0.00205761316872, [nan], -0.255351440424, 0.99845798026, 0.181069958848, 0.962759741909, -2.50785051699,18.0331850052, 0.000148057937622, 3.61385893822, 13:25:51  19-07-16
82, -0.362139917695, 0.082304526749, 1e-12, 0.664609053498, [nan], 0.158964501037, 0.607467386414, 0.181069958848, 0.962759741909, -2.5078517717,17.072660923, 0.000155925750732, 3.54495596886, 13:26:12  19-07-16
